商品コード,商品名,規格,売上単重
1400110508,ソケット　ＵＮＩ,50.8,0.14
1400110538,ソケット　ＵＮＩ,53.98,0.178
1400110635,ソケット　ＵＮＩ,63.5,0.254
1400110666,ソケット　ＵＮＩ,66.68,0.276
1400110793,ソケット　ＵＮＩ,79.38,0.432
1400110910,ソケット　ＵＮＩ,104.78,0.89
1400110913,ソケット　ＵＮＩ,130.18,1.558
1400111010,ソケット　ＵＮＩ,9.52X8mm,0.004
1400111020,ソケット　ＵＮＩ,10mmX8mm,0.004
1400111030,ソケット　ＵＮＩ,12.7X9.52,0.006
1400111040,ソケット　ＵＮＩ,15.88X8mm,0.012
1400111050,ソケット　ＵＮＩ,15.88X9.52,0.012
1400111060,ソケット　ＵＮＩ,15.88X10mm,0.012
1400111070,ソケット　ＵＮＩ,15.88X12.7,0.012
1400111080,ソケット　ＵＮＩ,19.05X12.7,0.016
1400111090,ソケット　ＵＮＩ,19.05X15.88,0.018
1400111100,ソケット　ＵＮＩ,22.22X12.7,0.026
1400111110,ソケット　ＵＮＩ,22.22X15.88,0.026
1400111120,ソケット　ＵＮＩ,22.22X19.05,0.026
1400111130,ソケット　ＵＮＩ,28.58X15.88,0.038
1400111140,ソケット　ＵＮＩ,28.58X22.22,0.044
1400111150,ソケット　ＵＮＩ,34.92X15.88,0.07
1400111160,ソケット　ＵＮＩ,34.92X22.22,0.07
1400111170,ソケット　ＵＮＩ,34.92X28.58,0.07
1400111180,ソケット　ＵＮＩ,41.28X15.88,0.096
1400111190,ソケット　ＵＮＩ,41.28X22.22,0.096
1400111200,ソケット　ＵＮＩ,41.28X28.58,0.096
1400111210,ソケット　ＵＮＩ,41.28X34.92,0.096
1400111220,ソケット　ＵＮＩ,53.98X15.88,0.178
1400111230,ソケット　ＵＮＩ,53.98X22.22,0.178
1400111240,ソケット　ＵＮＩ,53.98X28.58,0.178
1400111250,ソケット　ＵＮＩ,53.98X34.92,0.178
1400111260,ソケット　ＵＮＩ,53.98X41.28,0.178
1400111270,ソケット　ＵＮＩ,66.68X28.58,0.276
1400111280,ソケット　ＵＮＩ,66.68X34.92,0.276
1400111290,ソケット　ＵＮＩ,66.68X41.28,0.276
1400111300,ソケット　ＵＮＩ,66.68X53.98,0.276
1400111310,ソケット　ＵＮＩ,79.38X34.92,0.432
1400111320,ソケット　ＵＮＩ,79.38X41.28,0.432
1400111330,ソケット　ＵＮＩ,79.38X53.98,0.432
1400111340,ソケット　ＵＮＩ,79.38X66.68,0.444
1400111350,ソケット　ＵＮＩ,104.78X53.98,0.832
1400111360,ソケット　ＵＮＩ,104.78X66.68,0.824
1400111370,ソケット　ＵＮＩ,104.78X79.38,0.858
1400120195,ソケット　ＳＭＩ,19.05,0.016
1400120222,ソケット　ＳＭＩ,JIS 22.22　（線）,0.026
1400120317,ソケット　ＳＭＩ,31.75,0.058
1400120381,ソケット　ＳＭＩ,38.1,0.09
1400120508,ソケット　ＳＭＩ,50.8,0.14
1400120635,ソケット　ＳＭＩ,63.5,0.254
1400121010,ソケット　ＳＭＩ,12.7X8,0.008
1400121020,ソケット　ＳＭＩ,12.7X9.52,0.006
1400121025,ソケット　ＳＭＩ,22.22X12.7,0.026
1400121030,ソケット　ＳＭＩ,28.58X15.88,0.044
1400121040,ソケット　ＳＭＩ,34.92X15.88,0.07
1400121050,ソケット　ＳＭＩ,34.92X22.22,0.07
1400121060,ソケット　ＳＭＩ,34.92X28.58,0.07
1400121070,ソケット　ＳＭＩ,41.28X22.22,0.096
1400121080,ソケット　ＳＭＩ,41.28X28.58,0.096
1400121090,ソケット　ＳＭＩ,41.28X34.92,0.096
1400121100,ソケット　ＳＭＩ,53.98X28.58,0.178
1400121110,ソケット　ＳＭＩ,53.98X34.92,0.178
1400121120,ソケット　ＳＭＩ,66.68X34.92,0.276
1400121130,ソケット　ＳＭＩ,66.68X41.28,0.276
1400121140,ソケット　ＳＭＩ,79.38X53.98,0.432
1400121150,ソケット　ＳＭＩ,79.38X66.68,0.444
1400121160,ソケット　ＳＭＩ,104.78X53.98,0.832
1400121170,ソケット　ＳＭＩ,104.78X66.68,0.824
1400130793,ソケット,79.38,0.432
1400131001,ソケット,12.7X6.35,0.006
1400131005,ソケット,12.7X8.0,0.008
1400131007,ソケット,12.7X9.52,0.008
1400131010,ソケット,15.88X6.35,0.012
1400131011,ソケット　,15.88X8mm,0.012
1400131012,ソケット,19.05X9.52,0.012
1400131013,ソケット,19.05X15.88,0.012
1400131014,ソケット,22.22X9.52,0.026
1400131015,ソケット,25.4X12.7,0.038
1400131018,ソケット,25.4X15.88,0.038
1400131020,ソケット,25.4X19.05,0.038
1400131030,ソケット,25.4X22.22,0.038
1400131037,ソケット,28.58X19.05,0.044
1400131040,ソケット,28.58X25.4,0.044
1400131047,ソケット,31.75X12.7,0.058
1400131048,ソケット,31.75X15.88,0.058
1400131050,ソケット,31.75X19.05,0.058
1400131055,ソケット,31.75X22.22,0.058
1400131060,ソケット,31.75X25.4,0.058
1400131062,ソケット,31.75X28.58,0.058
1400131063,ソケット,38.1X19.05,0.09
1400131064,ソケット,38.1X25.4,0.09
1400131065,ソケット,38.1X28.58,0.09
1400131066,ソケット,38.1X22.22,0.058
1400131067,ソケット,38.1X15.88,0.09
1400131070,ソケット,38.1X31.75,0.09
1400131072,ソケット,38.1X34.92,0.058
1400131076,ソケット,34.92X25.4,0.058
1400131078,ソケット,34.92X31.75,0.058
1400131080,ソケット,41.28X15.88,0.096
1400131081,ソケット,41.28X19.05,0.058
1400131082,ソケット,41.28X25.4,0.058
1400131084,ソケット,41.28X34.92,0.058
1400131085,ソケット,41.28X38.1,0.096
1400131090,ソケット,44.45X25.4,0.122
1400131095,ソケット,44.45X28.58,0.122
1400131100,ソケット,44.45X31.75,0.122
1400131103,ソケット,44.45X34.92,0.122
1400131110,ソケット,44.45X38.1,0.122
1400131112,ソケット,44.45X41.28,0.122
1400131120,ソケット,44.45X19.05,0.122
1400131121,ソケット,50.8X31.75,0.122
1400131122,ソケット,50.8X38.1,0.122
1400131123,ソケット,50.8X44.45,0.122
1400131124,ソケット,53.98X28.58,0.178
1400131125,ソケット,53.98X38.1,0.178
1400131127,ソケット,53.98X41.28,0.178
1400131128,ソケット,53.98X44.45,0.178
1400131130,ソケット,53.98X50.8,0.178
1400131142,ソケット,50.8X25.4,0.086
1400131145,ソケット,50.8X34.92,0.122
1400131146,ソケット,50.8X41.28,0.122
1400131165,ソケット,63.5X38.1,0.122
1400131170,ソケット,63.5X50.8,0.122
1400131185,ソケット,66.68X50.8,0.122
1400131200,ソケット　ＴＦ,130.18,1.558
1410170063,ソケット　ＪＷ,6.35,0.002
1410170080,ソケット　ＪＷ,8mm,0.004
1410170095,ソケット　ＪＷ,9.52,0.004
1410170100,ソケット　ＪＷ,10mm,0.004
1410170127,ソケット　ＪＷ,12.7,0.006
1410170158,ソケット　ＪＷ,15.88,0.012
1410170195,ソケット　ＪＷ,19.05,0.016
1410170222,ソケット　ＪＷ,22.22,0.026
1410170254,ソケット　ＪＷ,25.4,0.038
1410170285,ソケット　ＪＷ,28.58,0.044
1410170317,ソケット　ＪＷ,31.75,0.058
1410170349,ソケット　ＪＷ,34.92,0.07
1410170381,ソケット　ＪＷ,38.1,0.09
1410170412,ソケット　ＪＷ,41.28,0.096
1410170444,ソケット　ＪＷ,44.45,0.122
1410170508,ソケット　ＪＷ,50.8,0.14
1410170538,ソケット　ＪＷ,53.98,0.178
1410170635,ソケット　ＪＷ,63.5,0.254
1410170666,ソケット　ＪＷ,66.68,0.276
1410170793,ソケット　ＪＷ,79.38,0.432
1410170910,ソケット　ＪＷ,104.78,0.89
1410171010,ソケット　ＪＷ,9.52X8mm,0.004
1410171020,ソケット　ＪＷ,10mmX8mm,0.004
1410171030,ソケット　ＪＷ,12.7X9.52,0.006
1410171050,ソケット　ＪＷ,15.88X9.52,0.012
1410171070,ソケット　ＪＷ,15.88X12.7,0.012
1410171080,ソケット　ＪＷ,19.05X12.7,0.016
1410171090,ソケット　ＪＷ,19.05X15.88,0.018
1410171100,ソケット　ＪＷ,22.22X12.7,0.026
1410171110,ソケット　ＪＷ,22.22X15.88,0.026
1410171120,ソケット　ＪＷ,22.22X19.05,0.026
1410171130,ソケット　ＪＷ,28.58X15.88,0.038
1410171140,ソケット　ＪＷ,28.58X22.22,0.044
1410171150,ソケット　ＪＷ,34.92X15.88,0.07
1410171160,ソケット　ＪＷ,34.92X22.22,0.07
1410171170,ソケット　ＪＷ,34.92X28.58,0.07
1410171180,ソケット　ＪＷ,41.28X15.88,0.096
1410171190,ソケット　ＪＷ,41.28X22.22,0.096
1410171200,ソケット　ＪＷ,41.28X28.58,0.096
1410171210,ソケット　ＪＷ,41.28X34.92,0.096
1410171220,ソケット　ＪＷ,53.98X15.88,0.178
1410171230,ソケット　ＪＷ,53.98X22.22,0.178
1410171240,ソケット　ＪＷ,53.98X28.58,0.178
1410171250,ソケット　ＪＷ,53.98X34.92,0.178
1410171260,ソケット　ＪＷ,53.98X41.28,0.178
14110KK063,銅管ソケット 6693,6.35,0.002
14110KK080,銅管ソケット 6693,8mm,0.004
14110KK095,銅管ソケット 6693,9.52,0.004
14110KK098,銅管ソケット 6693,9.52X8mm,0.004
14110KK100,銅管ソケット 6693,10mm,0.004
14110KK103,銅管ソケット 6693,10mmX8mm,0.004
14110KK127,銅管ソケット 6693,12.7,0.006
14110KK130,銅管ソケット 6693,12.7X9.52,0.006
14110KK158,銅管ソケット 6693,15.88,0.012
14110KK160,銅管ソケット 6693,15.88X8mm,0.012
14110KK163,銅管ソケット 6693,15.88X9.52,0.012
14110KK166,銅管ソケット 6693,15.88X10mm,0.012
14110KK169,銅管ソケット 6693,15.88X12.7,0.012
14110KK195,銅管ソケット 6693,19.05,0.016
14110KK222,銅管ソケット 6693,22.22,0.026
14110KK230,銅管ソケット 6693,22.22X12.7,0.026
14110KK233,銅管ソケット 6693,22.22X15.88,0.026
14110KK254,銅管ソケット 6693,25.4,0.038
14110KK285,銅管ソケット 6693,28.58,0.044
14110KK290,銅管ソケット 6693,28.58X15.88,0.038
14110KK293,銅管ソケット 6693,28.58X22.22,0.044
14110KK317,銅管ソケット 6693,31.75,0.058
14110KK349,銅管ソケット 6693,34.92,0.07
14110KK350,銅管ソケット 6693,34.92X28.58,0.07
14110KK381,銅管ソケット 6693,38.1,0.09
14110KK412,銅管ソケット 6693,41.28,0.096
14110KK420,銅管ソケット 6693,41.28X34.92,0.096
14110KK508,銅管ソケット 6693,50.8,0.14
14110KK538,銅管ソケット 6693,53.98,0.178
14110KK540,銅管ソケット 6693,53.98X41.28,0.178
14110KK666,銅管ソケット 6693,66.68,0.276
14110KK670,銅管ソケット 6693,66.68X28.58,0.276
14110KK673,銅管ソケット 6693,66.68X53.98,0.276
14110KK793,銅管ソケット 6693,79.38,0.432
14110KK800,銅管ソケット 6693,79.38X66.68,0.444
1420040000,ソケット　ＣＦ,,0
1420140063,ソケット　ＣＦ,6.35,0.002
1420140095,ソケット　ＣＦ,9.52,0.004
1420140158,ソケット　ＣＦ,15.88,0.012
1420140195,ソケット　ＣＦ,19.05,0.016
1420140222,ソケット　ＣＦ,22.22,0.026
1420140254,ソケット　ＣＦ,25.4,0.038
1420140285,ソケット　ＣＦ,28.58,0.044
1420140317,ソケット　ＣＦ,31.75,0.058
1420140381,ソケット　ＣＦ,38.1,0.09
1420140412,ソケット　ＣＦ,41.28,0.096
1420140444,ソケット　ＣＦ,44.45,0.122
1420140508,ソケット　ＣＦ,50.8,0.14
1420141010,ソケット　ＣＦ,15.88X12.7,0.012
1420141020,ソケット　ＣＦ,22.22X15.88,0.026
1420141030,ソケット　ＣＦ,28.58X15.88,0.044
1420141040,ソケット　ＣＦ,28.58X22.22,0.044
1420141050,ソケット　ＣＦ,34.92X15.88,0.07
1420141060,ソケット　ＣＦ,34.92X22.22,0.07
1420141070,ソケット　ＣＦ,41.28X15.88,0.096
1420141080,ソケット　ＣＦ,41.28X22.22,0.096
1420141090,ソケット　ＣＦ,41.28X28.58,0.096
1420141100,ソケット　ＣＦ,41.28X34.92,0.096
1420141110,ソケット　ＣＦ,53.98X15.88,0.178
1420141120,ソケット　ＣＦ,53.98X22.22,0.178
1420141130,ソケット　ＣＦ,53.98X28.58,0.178
1420141140,ソケット　ＣＦ,53.98X34.92,0.178
1420141150,ソケット　ＣＦ,53.98X41.28,0.178
1420150000,ソケット　ＴＡＫ－Ｎ,,0
1420150127,ソケット　ＴＡＫ－Ｎ,12.7,0.006
1420150158,ソケット　ＴＡＫ－Ｎ,15.88,0.012
1420150195,ソケット　ＴＡＫ－Ｎ,19.05,0.016
1420150222,ソケット　ＴＡＫ－Ｎ,22.22,0.026
1420150254,ソケット　ＴＡＫ－Ｎ,25.4,0.038
1420150285,ソケット　ＴＡＫ－Ｎ,28.58,0.044
1420150317,ソケット　ＴＡＫ－Ｎ,31.75,0.058
1420150349,ソケット　ＴＡＫ－Ｎ,34.92,0.07
1420150381,ソケット　ＴＡＫ－Ｎ,38.1,0.09
1420150412,ソケット　ＴＡＫ－Ｎ,41.28,0.096
1420150444,ソケット　ＴＡＫ－Ｎ,44.45,0.122
1420150508,ソケット　ＴＡＫ－Ｎ,50.8,0.14
1420150539,ソケット　ＴＡＫ－Ｎ,53.98,0.178
1420151010,ソケット　ＴＡＫ－Ｎ,12.7X9.52,0.006
1420151020,ソケット　ＴＡＫ－Ｎ,15.88X9.52,0.012
1420151030,ソケット　ＴＡＫ－Ｎ,15.88X12.7,0.012
1420151040,ソケット　ＴＡＫ－Ｎ,19.05X9.52,0.016
1420151050,ソケット　ＴＡＫ－Ｎ,19.05X12.7,0.016
1420151060,ソケット　ＴＡＫ－Ｎ,19.05X15.88,0.018
1420151070,ソケット　ＴＡＫ－Ｎ,25.4X15.88,0.038
1420151080,ソケット　ＴＡＫ－Ｎ,25.4X19.05,0.038
1420151090,ソケット　ＴＡＫ－Ｎ,28.58X15.88,0.044
1420151100,ソケット　ＴＡＫ－Ｎ,28.58X19.05,0.044
1420151110,ソケット　ＴＡＫ－Ｎ,31.75X19.05,0.058
1420151120,ソケット　ＴＡＫ－Ｎ,31.75X25.4,0.058
1440050000,ソケット　ＴＡＫ,,0
1440150060,ソケット　ＴＡＫ,6ﾐﾘ,0.002
1440150063,ソケット　ＴＡＫ,6.35,0.002
1440150080,ソケット　ＴＡＫ,8ﾐﾘ,0.004
1440150095,ソケット　ＴＡＫ,9.52,0.004
1440150100,ソケット　ＴＡＫ,10ﾐﾘ,0.004
1440150127,ソケット　ＴＡＫ,12.7,0.006
1440150158,ソケット　ＴＡＫ,15.88,0.012
1440150195,ソケット　ＴＡＫ,19.05,0.016
1440150222,ソケット　ＴＡＫ,22.22,0.026
1440150254,ソケット　ＴＡＫ,25.4,0.038
1440150285,ソケット　ＴＡＫ,28.58,0.044
1440150317,ソケット　ＴＡＫ,31.75,0.058
1440150349,ソケット　ＴＡＫ,34.92,0.07
1440150381,ソケット　ＴＡＫ,38.1,0.09
1440150412,ソケット　ＴＡＫ,41.28,0.096
1440150444,ソケット　ＴＡＫ,44.45,0.122
1440150508,ソケット　ＴＡＫ,50.8,0.14
1440150538,ソケット　ＴＡＫ,53.98,0.178
1440150635,ソケット　ＴＡＫ,63.5,0.254
1440150666,ソケット　ＴＡＫ,66.68,0.276
1440150762,ソケット　ＴＡＫ,76.2,0.23
1440150793,ソケット　ＴＡＫ,79.38,0.432
1440150910,ソケット　ＴＡＫ,104.78,0.89
1440151010,ソケット　ＴＡＫ,9.52X6.35,0.004
1440151020,ソケット　ＴＡＫ,12.7X6.35,0.006
1440151030,ソケット　ＴＡＫ,12.7X9.52,0.006
1440151040,ソケット　ＴＡＫ,12.7X8ﾐﾘ,0.006
1440151050,ソケット　ＴＡＫ,15.88X6.35,0.012
1440151055,ソケット　ＴＡＫ,15.88X8φ,0.012
1440151060,ソケット　ＴＡＫ,15.88X9.52,0.012
1440151070,ソケット　ＴＡＫ,15.88X12.7,0.012
1440151080,ソケット　ＴＡＫ,19.05X6.35,0.016
1440151090,ソケット　ＴＡＫ,19.05X9.52,0.016
1440151100,ソケット　ＴＡＫ,19.05X12.7,0.016
1440151110,ソケット　ＴＡＫ,19.05X15.88,0.018
1440151120,ソケット　ＴＡＫ,22.22X12.7,0.026
1440151130,ソケット　ＴＡＫ,22.22X15.88,0.026
1440151140,ソケット　ＴＡＫ,22.22X19.05,0.026
1440151150,ソケット　ＴＡＫ,25.4X12.7,0.038
1440151160,ソケット　ＴＡＫ,25.4X15.88,0.038
1440151170,ソケット　ＴＡＫ,25.4X19.05,0.038
1440151180,ソケット　ＴＡＫ,25.4X22.22,0.038
1440151190,ソケット　ＴＡＫ,28.58X12.7,0.044
1440151200,ソケット　ＴＡＫ,28.58X15.88,0.044
1440151210,ソケット　ＴＡＫ,28.58X19.05,0.044
1440151220,ソケット　ＴＡＫ,28.58X22.22,0.044
1440151230,ソケット　ＴＡＫ,28.58X25.4,0.044
1440151240,ソケット　ＴＡＫ,31.75X12.7,0.058
1440151250,ソケット　ＴＡＫ,31.75X15.88,0.058
1440151260,ソケット　ＴＡＫ,31.75X19.05,0.058
1440151270,ソケット　ＴＡＫ,31.75X22.22,0.058
1440151280,ソケット　ＴＡＫ,31.75X25.4,0.058
1440151290,ソケット　ＴＡＫ,31.75X28.58,0.058
1440151300,ソケット　ＴＡＫ,34.92X15.88,0.07
1440151310,ソケット　ＴＡＫ,34.92X19.05,0.07
1440151320,ソケット　ＴＡＫ,34.92X22.22,0.07
1440151325,ソケット　ＴＡＫ,34.92X25.4,0.07
1440151330,ソケット　ＴＡＫ,34.92X28.58,0.07
1440151340,ソケット　ＴＡＫ,38.1X15.88,0.09
1440151350,ソケット　ＴＡＫ,38.1X19.05,0.09
1440151360,ソケット　ＴＡＫ,38.1X22.22,0.09
1440151370,ソケット　ＴＡＫ,38.1X25.4,0.09
1440151380,ソケット　ＴＡＫ,38.1X31.75,0.09
1440151390,ソケット　ＴＡＫ,38.1X34.92,0.09
1440151400,ソケット　ＴＡＫ,41.28X15.88,0.096
1440151410,ソケット　ＴＡＫ,41.28X19.05,0.096
1440151420,ソケット　ＴＡＫ,41.28X22.22,0.096
1440151430,ソケット　ＴＡＫ,41.28X28.58,0.096
1440151435,ソケット　ＴＡＫ,44.45X31.75,0.122
1440151440,ソケット　ＴＡＫ,41.28X34.92,0.096
1440151445,ソケット　ＴＡＫ,44.45X38.1,0.122
1440151450,ソケット　ＴＡＫ,50.8X25.4,0.14
1440151460,ソケット　ＴＡＫ,50.8X31.75,0.14
1440151470,ソケット　ＴＡＫ,50.8X38.1,0.14
1440151480,ソケット　ＴＡＫ,50.8X44.45,0.14
1440151490,ソケット　ＴＡＫ,53.98X15.88,0.178
1440151500,ソケット　ＴＡＫ,53.98X19.05,0.178
1440151510,ソケット　ＴＡＫ,53.98X22.22,0.178
1440151520,ソケット　ＴＡＫ,53.98X28.58,0.178
1440151530,ソケット　ＴＡＫ,53.98X31.75,0.178
1440151540,ソケット　ＴＡＫ,53.98X34.92,0.178
1440151550,ソケット　ＴＡＫ,53.98X41.28,0.178
1440151553,ソケット　ＴＡＫ,63.5X38.1,0.254
1440151556,ソケット　ＴＡＫ,63.5X44.45,0.254
1440151560,ソケット　ＴＡＫ,66.68X28.58,0.276
1440151570,ソケット　ＴＡＫ,66.68X34.92,0.276
1440151580,ソケット　ＴＡＫ,66.68X41.28,0.276
1440151590,ソケット　ＴＡＫ,66.68X53.98,0.276
1440151595,ソケット　ＴＡＫ,76.2X63.5,0.276
1440151600,ソケット　ＴＡＫ,79.38X28.58,0.432
1440151610,ソケット　ＴＡＫ,79.38X34.92,0.432
1440151620,ソケット　ＴＡＫ,79.38X53.98,0.432
1440151623,ソケット　ＴＡＫ,79.38X63.5,0.432
1440151626,ソケット　ＴＡＫ,79.38X66.68,0.444
1440151630,ソケット　ＴＡＫ,104.78X53.98,0.832
1440151635,ソケット　ＴＡＫ,104.78X66.68,0.824
1440151640,ソケット　ＴＡＫ,104.78X79.38,0.858
1440151650,ソケット　ＴＡＫ,130.18X66.68,1.558
1440152158,ソケット　ＴＡＫ　止無,15.88,0.012
1440152195,ソケット　ＴＡＫ　止無,19.05,0.016
1440152222,ソケット　ＴＡＫ　止無,22.22,0.024
1440152285,ソケット　ＴＡＫ　止無,28.58,0.042
1440152349,ソケット　ＴＡＫ　止無,34.92,0.066
1440152412,ソケット　ＴＡＫ　止無,41.28,0.096
1440152539,ソケット　ＴＡＫ　止無,53.98,0.178
1440152666,ソケット　ＴＡＫ　止無,66.68,0.292
1440152793,ソケット　ＴＡＫ　止無,79.38,0.452
1452060600,CO2用厚肉継手  ソケット,6.35X6.35,0
1452060806,CO2用厚肉継手  ソケット,8X6.35,0
1452060900,CO2用厚肉継手  ソケット,9.52X9.52,0
1452060906,CO2用厚肉継手  ソケット,9.52X6.35,0
1452061200,CO2用厚肉継手  ソケット,12.7X12.7,0
1452061206,CO2用厚肉継手  ソケット,12.7X6.35,0
1452061209,CO2用厚肉継手  ソケット,12.7X9.52,0
1452061500,CO2用厚肉継手  ソケット,15.88X15.88,0
1452061509,CO2用厚肉継手  ソケット,15.88X9.52,0
1452061512,CO2用厚肉継手  ソケット,15.88X12.7,0
1452061900,CO2用厚肉継手  ソケット,19.05X19.05,0
1452061909,CO2用厚肉継手  ソケット,19.05X9.52,0
1452061912,CO2用厚肉継手  ソケット,19.05X12.7,0
1452061915,CO2用厚肉継手  ソケット,19.05X15.88,0
1452062200,CO2用厚肉継手  ソケット,22.22X22.22,0
1452062212,CO2用厚肉継手  ソケット,22.22X12.7,0
1452062215,CO2用厚肉継手  ソケット,22.22X15.88,0
1452062219,CO2用厚肉継手  ソケット,22.22X19.05,0
1452062500,CO2用厚肉継手  ソケット,25.4X25.4,0
1452062519,CO2用厚肉継手  ソケット,25.4X19.05,0
1452062522,CO2用厚肉継手  ソケット,25.4X22.22,0
1470180063,ソケット　ｕｎｉ,6.35,0.002
1470180080,ソケット　ｕｎｉ,8mm,0.004
1470180095,ソケット　ｕｎｉ,9.52,0.004
1470180100,ソケット　ｕｎｉ,10mm,0.004
1470180127,ソケット　ｕｎｉ,12.7,0.006
1470180158,ソケット　ｕｎｉ,15.88,0.012
1470180195,ソケット　ｕｎｉ,19.05,0.016
1470180222,ソケット　ｕｎｉ,22.22,0.026
1470180254,ソケット　ｕｎｉ,25.4,0.038
1470180285,ソケット　ｕｎｉ,28.58,0.044
1470180349,ソケット　ｕｎｉ,34.92,0.07
1470180412,ソケット　ｕｎｉ,41.28,0.096
1470180538,ソケット　ｕｎｉ,53.98,0.178
1470180666,ソケット　ｕｎｉ,66.68,0.276
1470180793,ソケット　ｕｎｉ,79.38,0.432
1470180910,ソケット　ｕｎｉ,104.78,0.89
1470181030,ソケット　ｕｎｉ,12.7X9.52,0.006
1470181050,ソケット　ｕｎｉ,15.88X9.52,0.012
1470181070,ソケット　ｕｎｉ,15.88X12.7,0.012
1470181080,ソケット　ｕｎｉ,19.05X12.7,0.016
1470181090,ソケット　ｕｎｉ,19.05X15.88,0.018
1470181100,ソケット　ｕｎｉ,22.22X12.7,0.026
1470181110,ソケット　ｕｎｉ,22.22X15.88,0.026
1470181120,ソケット　ｕｎｉ,22.22X19.05,0.026
1470181130,ソケット　ｕｎｉ,28.58X15.88,0.038
1470181140,ソケット　ｕｎｉ,28.58X22.22,0.044
1470181150,ソケット　ｕｎｉ,34.92X15.88,0.07
1470181160,ソケット　ｕｎｉ,34.92X22.22,0.07
1470181170,ソケット　ｕｎｉ,34.92X28.58,0.07
1470181180,ソケット　ｕｎｉ,41.28X15.88,0.096
1470181190,ソケット　ｕｎｉ,41.28X22.22,0.096
1470181200,ソケット　ｕｎｉ,41.28X28.58,0.096
1470181210,ソケット　ｕｎｉ,41.28X34.92,0.096
1470181220,ソケット　ｕｎｉ,53.98X15.88,0.178
1470181230,ソケット　ｕｎｉ,53.98X22.22,0.178
1470181240,ソケット　ｕｎｉ,53.98X28.58,0.178
1470181250,ソケット　ｕｎｉ,53.98X34.92,0.178
1470181260,ソケット　ｕｎｉ,53.98X41.28,0.178
1500030000,レデューサー,,0
1500111010,レデューサー　ＵＮＩ,9.52X6.35,0.004
1500111020,レデューサー　ＵＮＩ,12.7X9.52,0.006
1500111030,レデューサー　ＵＮＩ,15.88X6.35,0.01
1500111040,レデューサー　ＵＮＩ,15.88X9.52,0.01
1500111050,レデューサー　ＵＮＩ,15.88X12.7,0.01
1500111060,レデューサー　ＵＮＩ,19.05X12.7,0.016
1500111070,レデューサー　ＵＮＩ,19.05X15.88,0.016
1500111080,レデューサー　ＵＮＩ,22.22X12.7,0.02
1500111090,レデューサー　ＵＮＩ,22.22X15.88,0.02
1500111100,レデューサー　ＵＮＩ,22.22X19.05,0.02
1500111110,レデューサー　ＵＮＩ,28.58X12.7,0.032
1500111120,レデューサー　ＵＮＩ,28.58X15.88,0.032
1500111130,レデューサー　ＵＮＩ,28.58X19.05,0.032
1500111140,レデューサー　ＵＮＩ,28.58X22.22,0.036
1500111150,レデューサー　ＵＮＩ,34.92X15.88,0.06
1500111160,レデューサー　ＵＮＩ,34.92X19.05,0.06
1500111170,レデューサー　ＵＮＩ,34.92X22.22,0.06
1500111180,レデューサー　ＵＮＩ,34.92X28.58,0.058
1500111190,レデューサー　ＵＮＩ,34.92X31.75,0.06
1500111200,レデューサー　ＵＮＩ,38.1X25.4,0.09
1500111210,レデューサー　ＵＮＩ,41.28X15.88,0.086
1500111220,レデューサー　ＵＮＩ,41.28X19.05,0.088
1500111230,レデューサー　ＵＮＩ,41.28X22.22,0.088
1500111240,レデューサー　ＵＮＩ,41.28X28.58,0.088
1500111250,レデューサー　ＵＮＩ,41.28X34.92,0.088
1500111260,レデューサー　ＵＮＩ,53.98X15.88,0.156
1500111270,レデューサー　ＵＮＩ,53.98X22.22,0.16
1500111280,レデューサー　ＵＮＩ,53.98X28.58,0.16
1500111290,レデューサー　ＵＮＩ,53.98X34.92,0.162
1500111300,レデューサー　ＵＮＩ,53.98X41.28,0.166
1500111310,レデューサー　ＵＮＩ,66.68X22.22,0.298
1500111320,レデューサー　ＵＮＩ,66.68X28.58,0.314
1500111323,レデューサー　ＵＮＩ,66.68X34.92,0.276
1500111326,レデューサー　ＵＮＩ,66.68X41.28,0.276
1500111330,レデューサー　ＵＮＩ,66.68X53.98,0.306
1500111340,レデューサー　ＵＮＩ,79.38X34.92,0.462
1500111345,レデューサー　ＵＮＩ,79.38X41.28,0.462
1500111350,レデューサー　ＵＮＩ,79.38X53.98,0.462
1500111360,レデューサー　ＵＮＩ,79.38X66.68,0.462
1500121310,レデューサー　ＳＭＩ,15.88X9.52,0.01
1500121320,レデューサー　ＳＭＩ,22.22X15.88,0.02
1500131001,レデューサー,12.7X6.35,0.088
1500131003,レデューサー,12.7X9.52,0.088
1500131005,レデュ－サ－,9.52X6.35,0.004
1500131010,レデュ－サ－,15.88X6.35,0.012
1500131020,レデュ－サ－,15.88X9.52,0.012
1500131030,レデュ－サ－,15.88X12.7,0.012
1500131035,レデュ－サ－,19.05X9.52,0.016
1500131040,レデュ－サ－,19.05X12.7,0.016
1500131050,レデュ－サ－,19.05X15.88,0.016
1500131055,レデューサー,22.22X15.88,0.02
1500131060,レデュ－サ－,22.22X19.05,0.026
1500131065,レデュ－サ－,25.4X12.7,0.038
1500131067,レデュ－サ－,25.4X15.88,0.038
1500131070,レデュ－サ－,25.4X19.05,0.038
1500131075,レデュ－サ－,25.4X22.22,0.038
1500131080,レデュ－サ－,28.58X12.7,0.044
1500131090,レデュ－サ－,28.58X19.05,0.044
1500131093,レデューサー,31.75X15.88,0.046
